id,jobFilingNumber,borough,house_number,street_name,address,zip_code,job_type,permit_status,filing_date,issuance_date,job_description,estimated_job_costs,owner_name,owner_business_name,applicant_business_name,applicant_license,latitude,longitude,community_board,council_district,census_tract,nta,source
dob-now-Q01372342-I1,Q01372342-I1,QUEENS,37-04,34 STREET,37-04 34 STREET,11423,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-03-23T19:06:03.000Z,Other | Floor Number(s) 004 through 004,1000,PLATINUM SERVICES NY LLC,PLATINUM SERVICES NY LLC,PLATINUM SERVICES NY LLC,108976,40.753495,-73.928957,401,26,55,Queensbridge-Ravenswood-Dutch Kills,NYC DOB NOW Build Job Application Filings
dob-now-Q01372341-I1,Q01372341-I1,QUEENS,37-04,34 STREET,37-04 34 STREET,11423,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-03-23T18:57:16.000Z,Other | Facade,1000,PLATINUM SERVICES NY LLC,PLATINUM SERVICES NY LLC,PLATINUM SERVICES NY LLC,108976,40.753495,-73.928957,401,26,55,Queensbridge-Ravenswood-Dutch Kills,NYC DOB NOW Build Job Application Filings
dob-now-Q01317934-S1,Q01317934-S1,QUEENS,37-12,MAIN STREET,37-12 MAIN STREET,07070,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-03-20T19:49:27.000Z,Other | Open Space,10000,Not Applicable,Not Applicable,Not Applicable,104807,40.761366,-73.831041,407,20,871,Flushing-Willets Point,NYC DOB NOW Build Job Application Filings
dob-now-X01350139-P1,X01350139-P1,BRONX,3716,BLACKSTONE AVENUE,3716 BLACKSTONE AVENUE,11235,Alteration CO,Approved,2026-03-20T04:00:00.000Z,2026-03-23T17:58:49.000Z,"3 Family | Floor Number(s)-1-SO-2180-X01350139-I1, Floor Number(s)-2-SO-4641-X01350139-I1, Floor Number(s)-3-SO",61500,PR,PR,PR,088704,40.888998,-73.91155,208,11,30701,Riverdale-Spuyten Duyvil,NYC DOB NOW Build Job Application Filings
dob-now-M01194829-P2,M01194829-P2,MANHATTAN,375,MADISON AVENUE,375 MADISON AVENUE,10041,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-03-24T19:51:03.000Z,"Other | Cellar, Floor Number(s) 20 through 44, Floor Number(s) 1 through 17, Mezzanine 1 through 1, Penthous",727974,"JPMorgan Chase Bank, N.A.","JPMorgan Chase Bank, N.A.","JPMorgan Chase Bank, N.A.",090310,40.755257,-73.977477,105,04,94,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-S01375042-I1,S01375042-I1,STATEN ISLAND,375,WOOLLEY AVENUE,375 WOOLLEY AVENUE,10462,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-04-03T17:17:22.000Z,2 Family | Roof,67500,Not Applicable,Not Applicable,Not Applicable,094110,40.614773,-74.140278,501,50,18901,Westerleigh-Castleton Corners,NYC DOB NOW Build Job Application Filings
dob-now-Q01228656-S8,Q01228656-S8,QUEENS,38-20,32 STREET,38-20 32 STREET,11101,New Building,Objections,2026-03-20T04:00:00.000Z,2026-03-27T18:33:04.000Z,Other | Floor Number(s)-1-SO-1462-Q01228656-I1,0,PARKSITE CONSTRUCTION CORP,PARKSITE CONSTRUCTION CORP,PARKSITE CONSTRUCTION CORP,060234,40.753065,-73.931517,401,26,31,Queensbridge-Ravenswood-Dutch Kills,NYC DOB NOW Build Job Application Filings
dob-now-Q01347224-S2,Q01347224-S2,QUEENS,38-29,216 STREET,38-29 216 STREET,11218,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-03-24T22:15:45.000Z,"1 Family | Cellar, Floor Number(s) 001 through 002",80000,Not Applicable,Not Applicable,Not Applicable,045075,40.76694,-73.767435,411,19,1113,Bayside,NYC DOB NOW Build Job Application Filings
dob-now-Q01347224-P1,Q01347224-P1,QUEENS,38-29,216 STREET,38-29 216 STREET,11218,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-03-23T19:03:59.000Z,"1 Family | Cellar, Floor Number(s) 001 through 002",185450,Not Applicable,Not Applicable,Not Applicable,045075,40.76694,-73.767435,411,19,1113,Bayside,NYC DOB NOW Build Job Application Filings
dob-now-Q01347227-P1,Q01347227-P1,QUEENS,38-29,216 STREET,38-29 216 STREET,11218,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-03-23T19:10:12.000Z,"1 Family | Cellar, Floor Number(s) 001 through 002",85500,Not Applicable,Not Applicable,Not Applicable,045075,40.76694,-73.767435,411,19,1113,Bayside,NYC DOB NOW Build Job Application Filings
dob-now-M00969690-P2,M00969690-P2,MANHATTAN,380,RIVERSIDE DRIVE,380 RIVERSIDE DRIVE,10589,Alteration,Plan Examiner Review,2026-03-20T04:00:00.000Z,2026-03-23T16:37:56.000Z,Other | Floor Number(s) 007 through 007,12000,BLUE WOODS MGMT. GROUP,BLUE WOODS MGMT. GROUP,BLUE WOODS MGMT. GROUP,015560,40.80483,-73.967592,109,07,199,Morningside Heights,NYC DOB NOW Build Job Application Filings
dob-now-B01356691-I1,B01356691-I1,BROOKLYN,394,BEDFORD AVENUE,394 BEDFORD AVENUE,10005,Full Demolition,Chief Plan Examiner/ Assistant Chief Plan Examiner Review,2026-03-20T04:00:00.000Z,2026-04-14T22:56:15.000Z,Other,150000,PR,PR,PR,103696,40.710652,-73.963742,301,34,549,Williamsburg,NYC DOB NOW Build Job Application Filings
dob-now-B01371098-I1,B01371098-I1,BROOKLYN,395,SOUTH    2 STREET,395 SOUTH    2 STREET,10451,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-04-03T20:52:32.000Z,Other | Floor Number(s) 004 through 004,120559,Private Owner,N/A,N/A,041772,40.709459,-73.951649,301,34,513,Williamsburg,NYC DOB NOW Build Job Application Filings
dob-now-M01360085-S1,M01360085-S1,MANHATTAN,4,EAST   66 STREET,4 EAST   66 STREET,07920,Alteration,Objections,2026-03-20T04:00:00.000Z,2026-04-05T06:46:40.000Z,Other | Floor Number(s) 11 through 11,80000,Private Owner,N/A,N/A,089193,40.768466,-73.969415,108,04,122,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-M01360085-S2,M01360085-S2,MANHATTAN,4,EAST   66 STREET,4 EAST   66 STREET,07920,Alteration,Objections,2026-03-20T04:00:00.000Z,2026-04-03T17:02:41.000Z,Other | Floor Number(s) 11 through 11,35000,Private Owner,N/A,N/A,095460,40.768466,-73.969415,108,04,122,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-Q01372500-I1,Q01372500-I1,QUEENS,40-44,UTOPIA PARKWAY,40-44 UTOPIA PARKWAY,10462,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-03-31T21:55:56.000Z,1 Family | Roof,29250,Not Applicable,Not Applicable,Not Applicable,094110,40.760476,-73.793412,407,19,1175,Murray Hill-Broadway Flushing,NYC DOB NOW Build Job Application Filings
dob-now-X01334901-I1,X01334901-I1,BRONX,4026,CARPENTER AVENUE,4026 CARPENTER AVENUE,10701,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-04-06T20:36:51.000Z,Other | Facade,76500,GAZIVODA REALTY LLC,GAZIVODA REALTY LLC,GAZIVODA REALTY LLC,090955,40.890319,-73.862443,212,12,408,Williamsbridge-Olinville,NYC DOB NOW Build Job Application Filings
dob-now-M01370960-I1,M01370960-I1,MANHATTAN,408,WEST   14 STREET,408 WEST   14 STREET,11552,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-03-20T23:23:47.000Z,Other | Facade,308,WINTER MANAGEMENT CORP,WINTER MANAGEMENT CORP,WINTER MANAGEMENT CORP,037560,40.741097,-74.005738,102,03,79,West Village,NYC DOB NOW Build Job Application Filings
dob-now-M01347949-S3,M01347949-S3,MANHATTAN,41,MADISON AVENUE,41 MADISON AVENUE,10001,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-03-24T17:19:41.000Z,Other | Floor Number(s) 030 through 030,8900,RUDIN MANAGEMENT INC,RUDIN MANAGEMENT INC,RUDIN MANAGEMENT INC,098022,40.742616,-73.986698,105,02,56,Midtown South-Flatiron-Union Square,NYC DOB NOW Build Job Application Filings
dob-now-M01347949-S1,M01347949-S1,MANHATTAN,41,MADISON AVENUE,41 MADISON AVENUE,10001,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-03-25T21:02:47.000Z,Other | Floor Number(s) 030 through 030,12000,RUDIN MANAGEMENT INC,RUDIN MANAGEMENT INC,RUDIN MANAGEMENT INC,098022,40.742616,-73.986698,105,02,56,Midtown South-Flatiron-Union Square,NYC DOB NOW Build Job Application Filings
dob-now-M01347949-S2,M01347949-S2,MANHATTAN,41,MADISON AVENUE,41 MADISON AVENUE,10001,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-04-09T19:05:07.000Z,Other | Floor Number(s) 030 through 030,6000,RUDIN MANAGEMENT INC,RUDIN MANAGEMENT INC,RUDIN MANAGEMENT INC,098022,40.742616,-73.986698,105,02,56,Midtown South-Flatiron-Union Square,NYC DOB NOW Build Job Application Filings
dob-now-S01357410-I1,S01357410-I1,STATEN ISLAND,41,WITTEMAN PLACE,41 WITTEMAN PLACE,10309,Full Demolition,Approved,2026-03-20T04:00:00.000Z,2026-03-26T18:46:51.000Z,1 Family,50000,MADONIA DEVELOPMENT CORP,MADONIA DEVELOPMENT CORP,MADONIA DEVELOPMENT CORP,025180,40.609415,-74.101712,502,50,17701,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,NYC DOB NOW Build Job Application Filings
dob-now-Q01283012-P1,Q01283012-P1,QUEENS,41-09,NORTHERN BOULEVARD,41-09 NORTHERN BOULEVARD,10016,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-03-24T00:05:15.000Z,Other | Floor Number(s) 1 through 1,1000,DOMAIN 41ST STREET SITE A LLC,DOMAIN 41ST STREET SITE A LLC,DOMAIN 41ST STREET SITE A LLC,082265,40.752961,-73.921977,401,26,157,Astoria (East)-Woodside (North),NYC DOB NOW Build Job Application Filings
dob-now-Q01373569-I1,Q01373569-I1,QUEENS,41-60,MAIN STREET,41-60 MAIN STREET,11106,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-03-23T21:31:46.000Z,"Other | Basement/Sub-basement, Floor Number(s) 1 through 1, Roof",179000,COMPTEX 4160 MAIN LLC,COMPTEX 4160 MAIN LLC,COMPTEX 4160 MAIN LLC,106078,40.756477,-73.828725,407,20,84902,Flushing-Willets Point,NYC DOB NOW Build Job Application Filings
dob-now-S01325087-I1,S01325087-I1,STATEN ISLAND,4120,RICHMOND AVENUE,4120 RICHMOND AVENUE,11364,Alteration,Plan Examiner Review,2026-03-20T04:00:00.000Z,2026-03-20T19:30:52.000Z,1 Family | Cellar,0,Not Applicable,Not Applicable,Not Applicable,062815,40.537798,-74.159058,503,51,15602,Great Kills-Eltingville,NYC DOB NOW Build Job Application Filings
dob-now-M01355693-I1,M01355693-I1,MANHATTAN,413,EAST  117 STREET,413 EAST  117 STREET,10007,Alteration,Objections,2026-03-20T04:00:00.000Z,2026-03-26T14:30:20.000Z,"Other | Cellar, Facade, Floor Number(s) 001 through 005",869753,PR,PR,PR,022216,40.796464,-73.934376,111,08,178,East Harlem (North),NYC DOB NOW Build Job Application Filings
dob-now-M01358987-I1,M01358987-I1,MANHATTAN,416,WEST  118 STREET,416 WEST  118 STREET,10002,Alteration,Plan Examiner Review,2026-03-20T04:00:00.000Z,2026-03-25T20:28:24.000Z,Other | Sub-cellar #2,861239,COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,027621,40.807738,-73.960373,109,07,20101,Morningside Heights,NYC DOB NOW Build Job Application Filings
dob-now-M01359006-I1,M01359006-I1,MANHATTAN,416,WEST  118 STREET,416 WEST  118 STREET,10010,Alteration,Plan Examiner Review,2026-03-20T04:00:00.000Z,2026-03-25T23:59:53.000Z,Other | Sub-cellar #2,75035,COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,095626,40.807738,-73.960373,109,07,20101,Morningside Heights,NYC DOB NOW Build Job Application Filings
dob-now-M01359014-I1,M01359014-I1,MANHATTAN,416,WEST  118 STREET,416 WEST  118 STREET,10010,Alteration,Plan Examiner Review,2026-03-20T04:00:00.000Z,2026-03-26T00:01:07.000Z,Other | Sub-cellar #2,57732.09,COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,095626,40.807738,-73.960373,109,07,20101,Morningside Heights,NYC DOB NOW Build Job Application Filings
dob-now-M01359011-I1,M01359011-I1,MANHATTAN,416,WEST  118 STREET,416 WEST  118 STREET,10010,Alteration,Plan Examiner Review,2026-03-20T04:00:00.000Z,2026-03-26T00:00:18.000Z,Other | Sub-cellar #2,15085,COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,095626,40.807738,-73.960373,109,07,20101,Morningside Heights,NYC DOB NOW Build Job Application Filings
dob-now-B00591834-P9,B00591834-P9,BROOKLYN,417,78 STREET,417 78 STREET,11219,New Building,Approved,2026-03-20T04:00:00.000Z,2026-03-31T16:48:56.000Z,2 Family,1000000,SAPOL CONSTRUCTION LLC,SAPOL CONSTRUCTION LLC,SAPOL CONSTRUCTION LLC,015029,40.628262,-74.025225,310,47,136,Bay Ridge,NYC DOB NOW Build Job Application Filings
dob-now-B01351421-I1,B01351421-I1,BROOKLYN,419,CARLTON AVENUE,419 CARLTON AVENUE,11215,Alteration,Plan Examiner Review,2026-03-20T04:00:00.000Z,2026-04-14T02:36:55.000Z,Other | Basement/Sub-basement,15000,Private Owner,N/A,N/A,042788,40.684663,-73.970319,302,35,179,Fort Greene,NYC DOB NOW Build Job Application Filings
dob-now-M01362890-S1,M01362890-S1,MANHATTAN,419,PARK AVENUE SOUTH,419 PARK AVENUE SOUTH,11237,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-03-20T20:58:27.000Z,Other | Open Space,3000,Not Applicable,Not Applicable,Not Applicable,086757,40.743703,-73.983789,105,02,72,Murray Hill-Kips Bay,NYC DOB NOW Build Job Application Filings
dob-now-Q00962130-P2,Q00962130-P2,QUEENS,42-17,167 STREET,42-17 167 STREET,11354,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-03-23T19:27:10.000Z,"1 Family | Cellar, Floor Number(s) 01 through 02",45500,PR,PR,PR,072803,40.759128,-73.799426,407,19,1185,East Flushing,NYC DOB NOW Build Job Application Filings
dob-now-M01373178-S1,M01373178-S1,MANHATTAN,421,EAST   65 STREET,421 EAST   65 STREET,10012,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-03-26T14:53:16.000Z,Other | Floor Number(s) 004 through 004,15300,ROBERT EBERHART REAL ESTATE,ROBERT EBERHART REAL ESTATE,ROBERT EBERHART REAL ESTATE,012462,40.762926,-73.958169,108,05,116,Upper East Side-Lenox Hill-Roosevelt Island,NYC DOB NOW Build Job Application Filings
dob-now-M01373178-I1,M01373178-I1,MANHATTAN,421,EAST   65 STREET,421 EAST   65 STREET,10012,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-03-31T19:10:36.000Z,Other | Floor Number(s) 004 through 004,54000,ROBERT EBERHART REAL ESTATE,ROBERT EBERHART REAL ESTATE,ROBERT EBERHART REAL ESTATE,012462,40.762926,-73.958169,108,05,116,Upper East Side-Lenox Hill-Roosevelt Island,NYC DOB NOW Build Job Application Filings
dob-now-M01163703-P3,M01163703-P3,MANHATTAN,423,BROADWAY,423 BROADWAY,11357,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-03-20T21:57:05.000Z,Other | Sidewalk,1,PR,PR,PR,111334,40.719663,-74.00167,102,01,47,SoHo-Little Italy-Hudson Square,NYC DOB NOW Build Job Application Filings
dob-now-Q01371182-I1,Q01371182-I1,QUEENS,4242,ITHACA STREET,4242 ITHACA STREET,10307,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-04-01T19:22:18.000Z,Other | Floor Number(s) 1 through 2,39150,ZION MGMT,ZION MGMT,ZION MGMT,030200,40.74404,-73.878083,404,25,46901,Elmhurst,NYC DOB NOW Build Job Application Filings
dob-now-Q01371182-S1,Q01371182-S1,QUEENS,4242,ITHACA STREET,4242 ITHACA STREET,10307,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-04-10T22:58:56.000Z,Other | Floor Number(s) 1 through 1,7500,ZION MGMT,ZION MGMT,ZION MGMT,030200,40.74404,-73.878083,404,25,46901,Elmhurst,NYC DOB NOW Build Job Application Filings
dob-now-M00539747-P1,M00539747-P1,MANHATTAN,425,PARK AVENUE,425 PARK AVENUE,60606,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-03-20T22:55:18.000Z,Other | Floor Number(s) 41 through 41,94547.14,"425 PARK OWNER, LLC","425 PARK OWNER, LLC","425 PARK OWNER, LLC",077632,40.760402,-73.97162,105,04,100,East Midtown-Turtle Bay,NYC DOB NOW Build Job Application Filings
dob-now-B00950618-P4,B00950618-P4,BROOKLYN,426,VANDERBILT AVENUE,426 VANDERBILT AVENUE,12125,Alteration,Plan Examiner Review,2026-03-20T04:00:00.000Z,2026-04-15T00:35:47.000Z,"2 Family | Basement/Sub-basement, Cellar, Floor Number(s) 1 through 3, Roof",465000,426 VANDERBILT LLC,426 VANDERBILT LLC,426 VANDERBILT LLC,022031,40.684858,-73.968195,302,35,199,Clinton Hill,NYC DOB NOW Build Job Application Filings
dob-now-M01332680-S3,M01332680-S3,MANHATTAN,428,BROADWAY,428 BROADWAY,10018,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-03-20T22:51:56.000Z,Other | Floor Number(s) 2 through 2,14999.55,THE CHETRIT GROUP,THE CHETRIT GROUP,THE CHETRIT GROUP,064829,40.719753,-74.001569,102,01,45,SoHo-Little Italy-Hudson Square,NYC DOB NOW Build Job Application Filings
dob-now-M01332680-S2,M01332680-S2,MANHATTAN,428,BROADWAY,428 BROADWAY,10018,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-03-21T00:27:42.000Z,Other | Floor Number(s) 2 through 2,30000,THE CHETRIT GROUP,THE CHETRIT GROUP,THE CHETRIT GROUP,064829,40.719753,-74.001569,102,01,45,SoHo-Little Italy-Hudson Square,NYC DOB NOW Build Job Application Filings
dob-now-M01332680-S1,M01332680-S1,MANHATTAN,428,BROADWAY,428 BROADWAY,10018,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-04-10T19:55:29.000Z,Other | Floor Number(s) 2 through 2,34950,THE CHETRIT GROUP,THE CHETRIT GROUP,THE CHETRIT GROUP,064829,40.719753,-74.001569,102,01,45,SoHo-Little Italy-Hudson Square,NYC DOB NOW Build Job Application Filings
dob-now-B00975395-P1,B00975395-P1,BROOKLYN,428,IRVING AVENUE,428 IRVING AVENUE,10271,Alteration CO,Plan Examiner Review,2026-03-20T04:00:00.000Z,2026-04-06T20:10:47.000Z,Other,369600,SELECT OR ENTER,SELECT OR ENTER,SELECT OR ENTER,087830,40.696531,-73.91002,304,37,435,Bushwick (East),NYC DOB NOW Build Job Application Filings
dob-now-Q01375094-I1,Q01375094-I1,QUEENS,43-10,CRESCENT STREET,43-10 CRESCENT STREET,11423,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-04-07T00:00:59.000Z,Other | Open Space,1000,PLATINUM SERVICES NY LLC,PLATINUM SERVICES NY LLC,PLATINUM SERVICES NY LLC,108976,40.74913,-73.943077,402,26,1903,Long Island City-Hunters Point,NYC DOB NOW Build Job Application Filings
dob-now-B01241382-P2,B01241382-P2,BROOKLYN,4318,AVENUE D,4318 AVENUE D,11001,New Building,Approved,2026-03-20T04:00:00.000Z,2026-04-14T00:10:19.000Z,2 Family,0,ATOMIC CONTRACTING INC.,ATOMIC CONTRACTING INC.,ATOMIC CONTRACTING INC.,074129,40.641726,-73.935836,317,45,838,East Flatbush-Farragut,NYC DOB NOW Build Job Application Filings
dob-now-B01248764-P2,B01248764-P2,BROOKLYN,436,GRAND AVENUE,436 GRAND AVENUE,10469,Alteration CO,Objections,2026-03-20T04:00:00.000Z,2026-04-03T19:15:44.000Z,2 Family,964950,GREENLAND EQUITIES LLC,GREENLAND EQUITIES LLC,GREENLAND EQUITIES LLC,097665,40.683453,-73.961832,302,35,201,Clinton Hill,NYC DOB NOW Build Job Application Filings
dob-now-B01375928-I1,B01375928-I1,BROOKLYN,444,79 STREET,444 79 STREET,11419,Alteration,QA Failed,2026-03-20T04:00:00.000Z,2026-03-23T17:09:39.000Z,1 Family | Open Space,1000,VIK XS SERVICES INC,VIK XS SERVICES INC,VIK XS SERVICES INC,097833,40.627263,-74.025153,310,47,136,Bay Ridge,NYC DOB NOW Build Job Application Filings
dob-now-M01375269-I1,M01375269-I1,MANHATTAN,45,BROADWAY,45 BROADWAY,10024,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-03-24T23:22:44.000Z,Other | Floor Number(s) 11 through 11,68000,CAMMEBY'S MANAGEMENT COMPANY LLC,CAMMEBY'S MANAGEMENT COMPANY LLC,CAMMEBY'S MANAGEMENT COMPANY LLC,017666,40.706298,-74.012912,101,01,13,Financial District-Battery Park City,NYC DOB NOW Build Job Application Filings
dob-now-M01375334-S1,M01375334-S1,MANHATTAN,45,EAST   34 STREET,45 EAST   34 STREET,07417,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-04-10T04:06:32.000Z,Other | Floor Number(s) 002 through 002,45000,45-34 Realty Corp,45-34 Realty Corp,45-34 Realty Corp,034892,40.747573,-73.982482,106,04,74,Midtown South-Flatiron-Union Square,NYC DOB NOW Build Job Application Filings
dob-now-M01375334-I1,M01375334-I1,MANHATTAN,45,EAST   34 STREET,45 EAST   34 STREET,07417,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-04-10T04:03:35.000Z,Other | Floor Number(s) 002 through 002,70000,45-34 Realty Corp,45-34 Realty Corp,45-34 Realty Corp,034892,40.747573,-73.982482,106,04,74,Midtown South-Flatiron-Union Square,NYC DOB NOW Build Job Application Filings
dob-now-B01313117-S8,B01313117-S8,BROOKLYN,45,WEST STREET,45 WEST STREET,10601,New Building,Plan Examiner Review,2026-03-20T04:00:00.000Z,2026-03-23T23:28:45.000Z,"Other | Cellar, Floor Number(s) 1 through 2",0,PRIVATE,PRIVATE,PRIVATE,082046,40.727786,-73.958934,301,33,561,Greenpoint,NYC DOB NOW Build Job Application Filings
dob-now-Q01375465-I1,Q01375465-I1,QUEENS,45-32,41 STREET,45-32 41 STREET,11354,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-03-23T18:56:29.000Z,"2 Family | Cellar, Floor Number(s) 001 through 002",125720,N/A,N/A,N/A,020822,40.742839,-73.923523,402,26,18101,Sunnyside,NYC DOB NOW Build Job Application Filings
dob-now-Q01317435-S8,Q01317435-S8,QUEENS,45-40,PEARSON STREET,45-40 PEARSON STREET,11201,New Building,Approved,2026-03-20T04:00:00.000Z,2026-03-31T19:12:58.000Z,Other | Ground Floor,0,Not Applicable,Not Applicable,Not Applicable,019581,40.745346,-73.944361,402,26,1901,Long Island City-Hunters Point,NYC DOB NOW Build Job Application Filings
dob-now-M01346366-I1,M01346366-I1,MANHATTAN,455,CENTRAL PARK WEST,455 CENTRAL PARK WEST,10018,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-03-24T00:24:03.000Z,Other | Floor Number(s) 012 through 012,140000.4,Trustees of Columbia University,Trustees of Columbia University,Trustees of Columbia University,014562,40.797629,-73.960343,107,07,189,Upper West Side-Manhattan Valley,NYC DOB NOW Build Job Application Filings
dob-now-M00898377-A5,M00898377-A5,MANHATTAN,46,CLAREMONT AVENUE,46 CLAREMONT AVENUE,10001,Alteration CO,Objections,2026-03-20T04:00:00.000Z,2026-04-02T19:01:31.000Z,Other,181529926,BARNARD COLLEGE - COLUMBIA UNIVERSI,BARNARD COLLEGE - COLUMBIA UNIVERSI,BARNARD COLLEGE - COLUMBIA UNIVERSI,021478,40.809852,-73.962565,109,07,205,Morningside Heights,NYC DOB NOW Build Job Application Filings
dob-now-M01370578-S4,M01370578-S4,MANHATTAN,460,10 AVENUE,460 10 AVENUE,10001,New Building,Plan Examiner Review,2026-03-20T04:00:00.000Z,2026-04-13T20:11:46.000Z,"Other | Cellar, Floor Number(s) 1 through 34, Roof",0,PROSPECT DEVELOPERS II,PROSPECT DEVELOPERS II,PROSPECT DEVELOPERS II,085187,40.755693,-73.998329,104,03,111,Chelsea-Hudson Yards,NYC DOB NOW Build Job Application Filings
dob-now-M01370578-I1,M01370578-I1,MANHATTAN,460,10 AVENUE,460 10 AVENUE,10013,New Building,Plan Examiner Review,2026-03-20T04:00:00.000Z,2026-03-27T23:51:36.000Z,Other,0,PROSPECT DEVELOPERS II,PROSPECT DEVELOPERS II,PROSPECT DEVELOPERS II,028860,40.755693,-73.998329,104,03,111,Chelsea-Hudson Yards,NYC DOB NOW Build Job Application Filings
dob-now-M01348695-I1,M01348695-I1,MANHATTAN,460,PARK AVENUE,460 PARK AVENUE,07677,Alteration,Objections,2026-03-20T04:00:00.000Z,2026-04-02T23:47:04.000Z,"Other | Floor Number(s) 13 through 22, Floor Number(s) 2 through 2, Roof",167000,460,460,460,101606,40.761783,-73.970638,105,04,11202,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-M01371382-I1,M01371382-I1,MANHATTAN,462,AMSTERDAM AVENUE,462 AMSTERDAM AVENUE,11218,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-04-06T18:41:40.000Z,Other | Open Space,20000,462 AMSTERDAM LLC,462 AMSTERDAM LLC,462 AMSTERDAM LLC,045075,40.785287,-73.976781,107,06,171,Upper West Side (Central),NYC DOB NOW Build Job Application Filings
dob-now-B01211420-I1,B01211420-I1,BROOKLYN,4623,6 AVENUE,4623 6 AVENUE,07719,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-04-10T23:18:57.000Z,Other | Roof,96700,PR,PR,PR,086064,40.645266,-74.006029,307,38,96,Sunset Park (Central),NYC DOB NOW Build Job Application Filings
dob-now-B01371258-I1,B01371258-I1,BROOKLYN,463,BERGEN STREET,463 BERGEN STREET,10001,Alteration,Approved,2026-03-20T04:00:00.000Z,2026-04-15T00:50:29.000Z,2 Family | Floor Number(s) 3 through 3,126000,TRISTAR MANAGEMENT ASSOCIATES LLC,TRISTAR MANAGEMENT ASSOCIATES LLC,TRISTAR MANAGEMENT ASSOCIATES LLC,034045,40.681096,-73.975317,306,39,12902,Park Slope,NYC DOB NOW Build Job Application Filings
dob-now-X01358631-S4,X01358631-S4,BRONX,4675,DODGEWOOD ROAD,4675 DODGEWOOD ROAD,10001,Alteration CO,Objections,2026-03-20T04:00:00.000Z,2026-04-06T22:55:03.000Z,1 Family | Open Space,100000,PR,PR,PR,019536,40.894048,-73.912129,208,11,309,Riverdale-Spuyten Duyvil,NYC DOB NOW Build Job Application Filings
dob-now-X01358631-I1,X01358631-I1,BRONX,4675,DODGEWOOD ROAD,4675 DODGEWOOD ROAD,10001,Alteration CO,Objections,2026-03-20T04:00:00.000Z,2026-04-06T22:48:53.000Z,1 Family,697860,PR,PR,PR,019536,40.894048,-73.912129,208,11,309,Riverdale-Spuyten Duyvil,NYC DOB NOW Build Job Application Filings
dob-now-S01375467-I1,S01375467-I1,STATEN ISLAND,477,BROADWAY,477 BROADWAY,07080,Alteration,Permit Entire,2026-03-20T04:00:00.000Z,2026-03-23T22:27:03.000Z,1 Family | Roof,34850,Not Applicable,Not Applicable,Not Applicable,104468,40.62957,-74.11629,501,49,105,West New Brighton-Silver Lake-Grymes Hill,NYC DOB NOW Build Job Application Filings
