id,jobFilingNumber,borough,house_number,street_name,address,zip_code,job_type,permit_status,filing_date,issuance_date,job_description,estimated_job_costs,owner_name,owner_business_name,applicant_business_name,applicant_license,latitude,longitude,community_board,council_district,census_tract,nta,source
dob-now-M01386053-I1,M01386053-I1,MANHATTAN,113,WEST   27 STREET,113 WEST   27 STREET,11355,Alteration,Pending Prof Cert QA Assignment,2026-04-15T04:00:00.000Z,2026-04-15T08:01:56.000Z,"Other | Floor Number(s) 001 through 001, Roof",45500,Jee Foo Realty Corp,Jee Foo Realty Corp,Jee Foo Realty Corp,033372,40.745768,-73.991764,105,03,95,Midtown South-Flatiron-Union Square,NYC DOB NOW Build Job Application Filings
dob-now-M01386053-S1,M01386053-S1,MANHATTAN,113,WEST   27 STREET,113 WEST   27 STREET,11355,Alteration,Pending Prof Cert QA Assignment,2026-04-15T04:00:00.000Z,2026-04-15T08:11:45.000Z,Other | Floor Number(s) 001 through 001,18000,Jee Foo Realty Corp,Jee Foo Realty Corp,Jee Foo Realty Corp,033372,40.745768,-73.991764,105,03,95,Midtown South-Flatiron-Union Square,NYC DOB NOW Build Job Application Filings
dob-now-M01259594-P3,M01259594-P3,MANHATTAN,1,FIFTH AVENUE,1 FIFTH AVENUE,10001,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T23:16:02.000Z,"Other | Cellar, Floor Number(s) 001 through 001",50000,Golden Steer,Golden Steer,Golden Steer,090312,40.731913,-73.996587,102,02,59,Greenwich Village,NYC DOB NOW Build Job Application Filings
dob-now-M01385141-I1,M01385141-I1,MANHATTAN,1,MANHATTAN PLAZA,1 MANHATTAN PLAZA,10018,No Work,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T22:47:16.000Z,Open Space,0,Private Owner,N/A,N/A,025077,,,118,,,,NYC DOB NOW Build Job Application Filings
dob-now-M01385142-I1,M01385142-I1,MANHATTAN,1,MANHATTAN PLAZA,1 MANHATTAN PLAZA,10018,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-14T22:31:23.000Z,Other | Open Space,5000,IDEKO,IDEKO,IDEKO,025077,,,118,,,,NYC DOB NOW Build Job Application Filings
dob-now-M01366949-I1,M01366949-I1,MANHATTAN,1,PARK AVENUE,1 PARK AVENUE,10562,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T17:30:57.000Z,Other | Floor Number(s) 1 through 1,45000,VORNADO REALTY TRUST,VORNADO REALTY TRUST,VORNADO REALTY TRUST,087714,40.746069,-73.982071,105,02,72,Murray Hill-Kips Bay,NYC DOB NOW Build Job Application Filings
dob-now-M01370608-I1,M01370608-I1,MANHATTAN,1,PARK AVENUE,1 PARK AVENUE,10562,Alteration,Approved,2026-04-14T04:00:00.000Z,2026-04-14T18:51:12.000Z,Other | Floor Number(s) 1 through 1,10000,VORNADO REALTY TRUST,VORNADO REALTY TRUST,VORNADO REALTY TRUST,087714,40.746069,-73.982071,105,02,72,Murray Hill-Kips Bay,NYC DOB NOW Build Job Application Filings
dob-now-M01370613-I1,M01370613-I1,MANHATTAN,1,PARK AVENUE,1 PARK AVENUE,10562,Alteration,Approved,2026-04-14T04:00:00.000Z,2026-04-14T18:56:58.000Z,Other | Floor Number(s) 1 through 1,9000,VORNADO REALTY TRUST,VORNADO REALTY TRUST,VORNADO REALTY TRUST,087714,40.746069,-73.982071,105,02,72,Murray Hill-Kips Bay,NYC DOB NOW Build Job Application Filings
dob-now-M01368683-I1,M01368683-I1,MANHATTAN,10,HUDSON YARDS,10 HUDSON YARDS,10016,Alteration,Approved,2026-04-14T04:00:00.000Z,2026-04-14T22:21:55.000Z,"Other | Floor Number(s) 21 through 21, Floor Number(s) 20 through 20",9415000,PR,PR,PR,023178,40.752139,-74.001148,104,03,9903,Chelsea-Hudson Yards,NYC DOB NOW Build Job Application Filings
dob-now-M01368683-S4,M01368683-S4,MANHATTAN,10,HUDSON YARDS,10 HUDSON YARDS,07102,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T00:10:15.000Z,"Other | Floor Number(s) 20 through 20, Floor Number(s) 21 through 21",18500,PR,PR,PR,108958,40.752139,-74.001148,104,03,9903,Chelsea-Hudson Yards,NYC DOB NOW Build Job Application Filings
dob-now-Q01348305-S4,Q01348305-S4,QUEENS,10-32,47 ROAD,10-32 47 ROAD,10461,ALT-CO - New Building with Existing Elements to Remain,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T19:37:51.000Z,Other | Open Space,53000,Private Owner,N/A,N/A,087622,40.74463,-73.952558,402,26,701,Long Island City-Hunters Point,NYC DOB NOW Build Job Application Filings
dob-now-Q01348305-S3,Q01348305-S3,QUEENS,10-32,47 ROAD,10-32 47 ROAD,10461,ALT-CO - New Building with Existing Elements to Remain,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-15T03:28:58.000Z,Other | Cellar-SO-2332-Q01348305-I1,425000,Private Owner,N/A,N/A,087622,40.74463,-73.952558,402,26,701,Long Island City-Hunters Point,NYC DOB NOW Build Job Application Filings
dob-now-Q01348305-S5,Q01348305-S5,QUEENS,10-32,47 ROAD,10-32 47 ROAD,10461,ALT-CO - New Building with Existing Elements to Remain,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T19:30:23.000Z,Other | Open Space,49000,Private Owner,N/A,N/A,087622,40.74463,-73.952558,402,26,701,Long Island City-Hunters Point,NYC DOB NOW Build Job Application Filings
dob-now-Q01348305-S2,Q01348305-S2,QUEENS,10-32,47 ROAD,10-32 47 ROAD,10461,ALT-CO - New Building with Existing Elements to Remain,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-15T03:11:31.000Z,"Other | Floor Number(s)-1-SO-9866-Q01348305-I1, Roof-SO-2057-Q01348305-I1, Floor Number(s)-2-SO-6482-Q013483",225000,Private Owner,N/A,N/A,087622,40.74463,-73.952558,402,26,701,Long Island City-Hunters Point,NYC DOB NOW Build Job Application Filings
dob-now-B01386022-I1,B01386022-I1,BROOKLYN,100,HINSDALE STREET,100 HINSDALE STREET,11201,No Work,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T22:35:17.000Z,Floor Number(s) 1 through 1,0,Private Owner,N/A,N/A,034915,40.673069,-73.901007,305,37,1144,East New York (North),NYC DOB NOW Build Job Application Filings
dob-now-M01366204-I1,M01366204-I1,MANHATTAN,100,PARK AVENUE,100 PARK AVENUE,10011,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T21:41:17.000Z,Other | Floor Number(s) 21 through 21,90000,SL GREEN REALTY CORP,SL GREEN REALTY CORP,SL GREEN REALTY CORP,022466,40.751,-73.978504,105,04,82,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-B01139549-P1,B01139549-P1,BROOKLYN,100,SOUTH    4 STREET,100 SOUTH    4 STREET,07070,Alteration,Approved,2026-04-14T04:00:00.000Z,2026-04-15T00:33:54.000Z,Other | Sidewalk,5000,HDH 3.1 LLC,HDH 3.1 LLC,HDH 3.1 LLC,104807,40.712263,-73.963943,301,34,549,Williamsburg,NYC DOB NOW Build Job Application Filings
dob-now-M00517401-P1,M00517401-P1,MANHATTAN,100,WEST  114 STREET,100 WEST  114 STREET,10001,Alteration,Plan Examiner Review,2026-04-14T04:00:00.000Z,2026-04-14T21:48:22.000Z,"Other | Cellar, Floor Number(s) 001 through 005, Open Space",325000,Not Applicable,Not Applicable,Not Applicable,070045,40.800625,-73.950719,110,09,216,Harlem (South),NYC DOB NOW Build Job Application Filings
dob-now-M00517395-P1,M00517395-P1,MANHATTAN,100,WEST  114 STREET,100 WEST  114 STREET,10001,Alteration,Plan Examiner Review,2026-04-14T04:00:00.000Z,2026-04-14T21:49:08.000Z,"Other | Cellar, Floor Number(s) 001 through 005, Roof",235000,Not Applicable,Not Applicable,Not Applicable,070045,40.800625,-73.950719,110,09,216,Harlem (South),NYC DOB NOW Build Job Application Filings
dob-now-M01318809-P1,M01318809-P1,MANHATTAN,1000,5 AVENUE,1000 5 AVENUE,10271,Alteration,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-15T00:26:07.000Z,"Other | Basement/Sub-basement, Roof",7113403,THE METROPOLITAN MUSEUM OF ART,THE METROPOLITAN MUSEUM OF ART,THE METROPOLITAN MUSEUM OF ART,027073,40.778633,-73.962546,164,06,143,Central Park,NYC DOB NOW Build Job Application Filings
dob-now-B00613893-P1,B00613893-P1,BROOKLYN,1004,EAST   39 STREET,1004 EAST   39 STREET,08759,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T18:55:35.000Z,1 Family | Open Space,81000,PR,PR,PR,025282,40.632687,-73.93899,317,45,780,East Flatbush-Farragut,NYC DOB NOW Build Job Application Filings
dob-now-M01313488-P1,M01313488-P1,MANHATTAN,1010,FIFTH AVENUE,1010 FIFTH AVENUE,10018,Alteration,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T22:59:52.000Z,Other | Floor Number(s) 4 through 4,38000,Private Owner,N/A,N/A,108021,40.778924,-73.961972,108,04,142,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-B01357494-I1,B01357494-I1,BROOKLYN,1017,45 STREET,1017 45 STREET,11230,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T01:31:30.000Z,"Other | Cellar, Floor Number(s) 001 through 003",24500,DARKEI CHAIM,DARKEI CHAIM,DARKEI CHAIM,094174,40.640956,-73.995881,312,38,112,Sunset Park (East)-Borough Park (West),NYC DOB NOW Build Job Application Filings
dob-now-S01338820-I1,S01338820-I1,STATEN ISLAND,1018,IONIA AVENUE,1018 IONIA AVENUE,07731,New Building,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T00:46:07.000Z,2 Family,0,SALVATORE CULOTTA,SALVATORE CULOTTA,SALVATORE CULOTTA,017201,40.53447,-74.206832,503,51,20803,Annadale-Huguenot-Prince's Bay-Woodrow,NYC DOB NOW Build Job Application Filings
dob-now-M01380765-I1,M01380765-I1,MANHATTAN,102,NORTH END AVENUE,102 NORTH END AVENUE,10001,No Work,Approved,2026-04-14T04:00:00.000Z,2026-04-14T22:37:36.000Z,Floor Number(s) 001 through 001,0,Private Owner,N/A,N/A,022130,40.714546,-74.01567,101,01,31703,Financial District-Battery Park City,NYC DOB NOW Build Job Application Filings
dob-now-M01370371-I1,M01370371-I1,MANHATTAN,1020,LEXINGTON AVENUE,1020 LEXINGTON AVENUE,11361,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T00:09:30.000Z,"Other | Floor Number(s) 003 through 003, Floor Number(s) 004 through 004",138060,ROKHSAR REALTY INC,ROKHSAR REALTY INC,ROKHSAR REALTY INC,099197,40.770964,-73.961825,108,04,128,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-M01370371-S1,M01370371-S1,MANHATTAN,1020,LEXINGTON AVENUE,1020 LEXINGTON AVENUE,11361,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T00:13:59.000Z,"Other | Floor Number(s) 003 through 003, Floor Number(s) 004 through 004",22000,ROKHSAR REALTY INC,ROKHSAR REALTY INC,ROKHSAR REALTY INC,099197,40.770964,-73.961825,108,04,128,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-B01385981-I1,B01385981-I1,BROOKLYN,1020,NEW YORK AVENUE,1020 NEW YORK AVENUE,11377,Alteration,Plan Examiner Review,2026-04-14T04:00:00.000Z,2026-04-14T18:46:57.000Z,Other | Floor Number(s) 1 through 3,30480,n/a,n/a,n/a,086042,40.648155,-73.946392,317,45,824,East Flatbush-Erasmus,NYC DOB NOW Build Job Application Filings
dob-now-S01338823-I1,S01338823-I1,STATEN ISLAND,1024,IONIA AVENUE,1024 IONIA AVENUE,07731,New Building,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T00:40:22.000Z,2 Family,0,SALVATORE CULOTTA,SALVATORE CULOTTA,SALVATORE CULOTTA,017201,40.534428,-74.206987,503,51,20803,Annadale-Huguenot-Prince's Bay-Woodrow,NYC DOB NOW Build Job Application Filings
dob-now-B01341355-S2,B01341355-S2,BROOKLYN,1027,DEAN STREET,1027 DEAN STREET,11101,New Building,Plan Examiner Review,2026-04-14T04:00:00.000Z,2026-04-15T02:37:35.000Z,"Other | Floor Number(s)-1-SO-9138-B01341355-I1, Floor Number(s)-1-SO-6744-B01341355-I1, Floor Number(s)-3-SO",0,PR,PR,PR,060234,40.677703,-73.956056,308,35,305,Crown Heights (North),NYC DOB NOW Build Job Application Filings
dob-now-B01280224-S4,B01280224-S4,BROOKLYN,103,WALWORTH STREET,103 WALWORTH STREET,12533,ALT-CO - New Building with Existing Elements to Remain,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-15T01:09:56.000Z,"Other | Cellar-SO-7929-B01280224-I1, Mezzanine-1-SO-4233-B01280224-I1, Floor Number(s)-2-SO-3774-B01280224-I",1000,PM Re Managament LLC,PM Re Managament LLC,PM Re Managament LLC,072827,40.695799,-73.954497,303,33,1237,Bedford-Stuyvesant (West),NYC DOB NOW Build Job Application Filings
dob-now-B01360497-S2,B01360497-S2,BROOKLYN,1030,56 STREET,1030 56 STREET,11374,New Building,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-15T00:07:22.000Z,2 Family | Cellar-SO-8264-B01360497-I1,0,Not Applicable,Not Applicable,Not Applicable,097857,40.634556,-74.001924,312,44,216,Borough Park,NYC DOB NOW Build Job Application Filings
dob-now-B01360497-S1,B01360497-S1,BROOKLYN,1030,56 STREET,1030 56 STREET,11374,New Building,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T23:57:02.000Z,"2 Family | Cellar-SO-8264-B01360497-I1, Roof-SO-9590-B01360497-I1, Floor Number(s)-1-SO-4680-B01360497-I1, Floo",0,Not Applicable,Not Applicable,Not Applicable,097857,40.634556,-74.001924,312,44,216,Borough Park,NYC DOB NOW Build Job Application Filings
dob-now-Q01303244-I1,Q01303244-I1,QUEENS,104-16,102 STREET,104-16 102 STREET,11432,Alteration,Pending CPE/ACPE Assignment,2026-04-14T04:00:00.000Z,2026-04-14T22:24:28.000Z,2 Family | Cellar,0,Not Applicable,Not Applicable,Not Applicable,104414,40.68117,-73.838527,410,28,94,South Ozone Park,NYC DOB NOW Build Job Application Filings
dob-now-Q00577002-P3,Q00577002-P3,QUEENS,104-22,CORONA AVENUE,104-22 CORONA AVENUE,11354,ALT-CO - New Building with Existing Elements to Remain,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-15T00:37:51.000Z,Other,1520710,104-22 PROPERTY INC,104-22 PROPERTY INC,104-22 PROPERTY INC,086301,40.743965,-73.85796,404,21,439,Corona,NYC DOB NOW Build Job Application Filings
dob-now-Q01382195-I1,Q01382195-I1,QUEENS,104-59,118 STREET,104-59 118 STREET,11435,Alteration,Pending CPE/ACPE Assignment,2026-04-14T04:00:00.000Z,2026-04-14T23:47:05.000Z,2 Family | Floor Number(s) 2 through 2,42000,Not Applicable,Not Applicable,Not Applicable,020241,40.685709,-73.824883,410,28,106,South Ozone Park,NYC DOB NOW Build Job Application Filings
dob-now-Q01386286-I1,Q01386286-I1,QUEENS,104-68,39 AVENUE,104-68 39 AVENUE,11354,Alteration,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T22:34:40.000Z,2 Family | Open Space,5000,PR,PR,PR,026687,40.75079,-73.861616,403,21,40302,North Corona,NYC DOB NOW Build Job Application Filings
dob-now-X08016998-P2,X08016998-P2,BRONX,1040,GRAND CONCOURSE,1040 GRAND CONCOURSE,10005,Alteration,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T22:17:00.000Z,Other | Basement/Sub-basement,1500000,NYC Dept of Cultural Affairs,NYC Dept of Cultural Affairs,NYC Dept of Cultural Affairs,085531,40.831063,-73.920361,204,16,18102,Concourse-Concourse Village,NYC DOB NOW Build Job Application Filings
dob-now-X01369115-I1,X01369115-I1,BRONX,1042,COLGATE AVENUE,1042 COLGATE AVENUE,11370,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T04:47:01.000Z,2 Family | Open Space,8000,Not Applicable,Not Applicable,Not Applicable,103182,40.82489,-73.881165,209,17,52,Soundview-Bruckner-Bronx River,NYC DOB NOW Build Job Application Filings
dob-now-M01032027-P5,M01032027-P5,MANHATTAN,105,CHAMBERS STREET,105 CHAMBERS STREET,07070,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T22:04:33.000Z,Other | Facade,5000,WAYFINDER PM,WAYFINDER PM,WAYFINDER PM,104807,40.715049,-74.008185,101,01,21,Tribeca-Civic Center,NYC DOB NOW Build Job Application Filings
dob-now-M01368462-I1,M01368462-I1,MANHATTAN,105,EAST   38 STREET,105 EAST   38 STREET,11356,Alteration,Plan Examiner Review,2026-04-14T04:00:00.000Z,2026-04-14T21:48:02.000Z,"Other | Facade, Roof",194000,Not Applicable,Not Applicable,Not Applicable,095911,40.749436,-73.979085,106,04,80,Murray Hill-Kips Bay,NYC DOB NOW Build Job Application Filings
dob-now-B00795046-A6,B00795046-A6,BROOKLYN,106,AVENUE X,106 AVENUE X,11101,New Building,Plan Examiner Review,2026-04-14T04:00:00.000Z,2026-04-15T01:14:13.000Z,"Other | Floor Number(s)-1-SO-2231-B00795046-I1, Floor Number(s)-3-SO-4429-B00795046-I1, Roof-SO-5572-B007950",3000000,NYC SCHOOL CONSTRUCTION AUTHORITY,NYC SCHOOL CONSTRUCTION AUTHORITY,NYC SCHOOL CONSTRUCTION AUTHORITY,101437,40.589545,-73.979236,313,47,308,Gravesend (South),NYC DOB NOW Build Job Application Filings
dob-now-B01356640-I1,B01356640-I1,BROOKLYN,10602,FARRAGUT ROAD,10602 FARRAGUT ROAD,11103,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T19:09:44.000Z,Other | Open Space,30000,NYCHA,NYCHA,NYCHA,105292,40.650869,-73.897389,318,42,982,Canarsie,NYC DOB NOW Build Job Application Filings
dob-now-M01375168-I1,M01375168-I1,MANHATTAN,1065,LEXINGTON AVENUE,1065 LEXINGTON AVENUE,10017,Alteration,Plan Examiner Review,2026-04-14T04:00:00.000Z,2026-04-14T14:36:50.000Z,Other | Floor Number(s) 11 through 11,52780,THE ADLER GROUP,THE ADLER GROUP,THE ADLER GROUP,034303,40.772564,-73.960632,108,04,128,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-M01375168-S1,M01375168-S1,MANHATTAN,1065,LEXINGTON AVENUE,1065 LEXINGTON AVENUE,10017,Alteration,Plan Examiner Review,2026-04-14T04:00:00.000Z,2026-04-14T14:42:01.000Z,Other | Floor Number(s) 11 through 11,12000,THE ADLER GROUP,THE ADLER GROUP,THE ADLER GROUP,034303,40.772564,-73.960632,108,04,128,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-M01380152-I1,M01380152-I1,MANHATTAN,107,SPRING STREET,107 SPRING STREET,07060,Alteration,Approved,2026-04-14T04:00:00.000Z,2026-04-15T00:29:17.000Z,Other | Facade,600,PR,PR,PR,108063,40.72361,-73.999466,102,01,49,SoHo-Little Italy-Hudson Square,NYC DOB NOW Build Job Application Filings
dob-now-Q08012928-A1,Q08012928-A1,QUEENS,107-01,WREN PLACE,107-01 WREN PLACE,07058,New Building,Filing Withdrawn,2026-04-14T04:00:00.000Z,2026-04-15T05:24:21.000Z,"Other | Floor Number(s) 1 through 4, Roof",1000,NYC SCHOOL CONSTRUCTION,NYC SCHOOL CONSTRUCTION,NYC SCHOOL CONSTRUCTION,055232,40.700686,-73.782543,412,27,414,South Jamaica,NYC DOB NOW Build Job Application Filings
dob-now-Q08012928-A1,Q08012928-A1,QUEENS,107-01,WREN PLACE,107-01 WREN PLACE,11797,New Building,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-15T05:24:21.000Z,"Other | Cellar, Floor Number(s) 1 through 4, Roof, Underground",100000,NYC SCHOOL CONSTRUCTION,NYC SCHOOL CONSTRUCTION,NYC SCHOOL CONSTRUCTION,071687,40.700686,-73.782543,412,27,414,South Jamaica,NYC DOB NOW Build Job Application Filings
dob-now-B01384349-S2,B01384349-S2,BROOKLYN,108,ROCKAWAY AVENUE,108 ROCKAWAY AVENUE,11565,Alteration,Approved,2026-04-14T04:00:00.000Z,2026-04-14T22:27:47.000Z,"3 Family | Cellar, Floor Number(s) 001 through 003, Roof",18000,PSA BROOKLYN DEVELOPMENT LLC,PSA BROOKLYN DEVELOPMENT LLC,PSA BROOKLYN DEVELOPMENT LLC,039686,40.679794,-73.911146,316,41,371,Ocean Hill,NYC DOB NOW Build Job Application Filings
dob-now-Q01297793-P2,Q01297793-P2,QUEENS,108,WEST MARKET STREET,108 WEST MARKET STREET,11379,Alteration,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-15T05:00:43.000Z,"1 Family | Floor Number(s) 003 through 003, Floor Number(s) 002 through 002",94000,"BREEZY POINT COOPERATIVE, INC.","BREEZY POINT COOPERATIVE, INC.","BREEZY POINT COOPERATIVE, INC.",089525,40.561003,-73.91979,414,32,91603,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,NYC DOB NOW Build Job Application Filings
dob-now-M01380442-I1,M01380442-I1,MANHATTAN,109,WEST  118 STREET,109 WEST  118 STREET,11101,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T21:42:21.000Z,"1 Family | Basement/Sub-basement, Floor Number(s) 001 through 003",517500,Not Applicable,Not Applicable,Not Applicable,019910,40.803597,-73.949344,110,09,220,Harlem (South),NYC DOB NOW Build Job Application Filings
dob-now-M01114279-P2,M01114279-P2,MANHATTAN,11,EAST   69 STREET,11 EAST   69 STREET,10005,Alteration,Plan Examiner Review,2026-04-14T04:00:00.000Z,2026-04-14T21:53:59.000Z,2 Family | Floor Number(s) 1 through 4,100000,ACUSPI NO.1 LTD,ACUSPI NO.1 LTD,ACUSPI NO.1 LTD,069888,40.770129,-73.967501,108,04,122,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-M01272188-P1,M01272188-P1,MANHATTAN,11,MADISON AVENUE,11 MADISON AVENUE,10019,Alteration,Approved,2026-04-14T04:00:00.000Z,2026-04-14T21:16:58.000Z,Other | Floor Number(s) 13 through 13,12537576,SL GREEN REALTY CORP,SL GREEN REALTY CORP,SL GREEN REALTY CORP,032037,40.741617,-73.987449,105,02,56,Midtown South-Flatiron-Union Square,NYC DOB NOW Build Job Application Filings
dob-now-M00982623-P4,M00982623-P4,MANHATTAN,11,WALL STREET,11 WALL STREET,10001,Alteration CO,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-15T03:48:06.000Z,Other,1362270,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE,038324,40.707443,-74.011174,101,01,7,Financial District-Battery Park City,NYC DOB NOW Build Job Application Filings
dob-now-M01382129-S1,M01382129-S1,MANHATTAN,11,WAVERLY PLACE,11 WAVERLY PLACE,11596,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T21:41:52.000Z,"Other | Floor Number(s) 007 through 007, Floor Number(s) 010 through 010",0,Eleven Waverly Associates LLC,Eleven Waverly Associates LLC,Eleven Waverly Associates LLC,058324,40.730041,-73.994173,102,02,59,Greenwich Village,NYC DOB NOW Build Job Application Filings
dob-now-M01382129-I1,M01382129-I1,MANHATTAN,11,WAVERLY PLACE,11 WAVERLY PLACE,11596,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T21:41:41.000Z,"Other | Floor Number(s) 007 through 007, Floor Number(s) 010 through 010",130000,Eleven Waverly Associates LLC,Eleven Waverly Associates LLC,Eleven Waverly Associates LLC,058324,40.730041,-73.994173,102,02,59,Greenwich Village,NYC DOB NOW Build Job Application Filings
dob-now-Q01376988-I1,Q01376988-I1,QUEENS,11-03,45 AVENUE,11-03 45 AVENUE,07036,Full Demolition,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T22:01:15.000Z,Other,10000,CENTURY DEVELOPMENT GROUP,CENTURY DEVELOPMENT GROUP,CENTURY DEVELOPMENT GROUP,074354,40.748206,-73.949701,402,26,702,Long Island City-Hunters Point,NYC DOB NOW Build Job Application Filings
dob-now-M01077881-P1,M01077881-P1,MANHATTAN,110,EAST   59 STREET,110 EAST   59 STREET,11432,Alteration,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T17:54:25.000Z,Other | Facade,2050,"TENBER ASSOCIATES, L.P.","TENBER ASSOCIATES, L.P.","TENBER ASSOCIATES, L.P.",104414,40.762631,-73.969157,105,04,11203,East Midtown-Turtle Bay,NYC DOB NOW Build Job Application Filings
dob-now-Q01383773-I1,Q01383773-I1,QUEENS,110-14,ASTORIA BOULEVARD,110-14 ASTORIA BOULEVARD,12470,Alteration,Pending CPE/ACPE Assignment,2026-04-14T04:00:00.000Z,2026-04-14T17:37:27.000Z,Other | Roof,52800,PR,PR,PR,090133,40.760231,-73.8603,403,21,373,East Elmhurst,NYC DOB NOW Build Job Application Filings
dob-now-M01351746-P1,M01351746-P1,MANHATTAN,111,CENTRAL PARK NORTH,111 CENTRAL PARK NORTH,11356,Alteration,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T20:51:45.000Z,Other | Facade,30600,ALLIED PARTNERS,ALLIED PARTNERS,ALLIED PARTNERS,095911,40.798535,-73.95313,110,09,216,Harlem (South),NYC DOB NOW Build Job Application Filings
dob-now-M01381920-I1,M01381920-I1,MANHATTAN,111,CENTRAL PARK NORTH,111 CENTRAL PARK NORTH,11356,Alteration,Pending CPE/ACPE Assignment,2026-04-14T04:00:00.000Z,2026-04-14T19:50:52.000Z,Other | Facade,3500,ALLIED PARTNERS,ALLIED PARTNERS,ALLIED PARTNERS,095911,40.798535,-73.95313,110,09,216,Harlem (South),NYC DOB NOW Build Job Application Filings
dob-now-B01218406-P4,B01218406-P4,BROOKLYN,111,LIVINGSTON STREET,111 LIVINGSTON STREET,10005,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-15T00:38:05.000Z,"Other | Floor Number(s) 19 through 19, Floor Number(s) 20 through 20",400000,111 LIVINGSTON LLC,111 LIVINGSTON LLC,111 LIVINGSTON LLC,034521,40.691271,-73.990267,302,33,9,Brooklyn Heights,NYC DOB NOW Build Job Application Filings
dob-now-M01302790-I1,M01302790-I1,MANHATTAN,111,WEST   96 STREET,111 WEST   96 STREET,10580,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-14T23:33:30.000Z,Other | Facade,100000,111-117 W 96 ST OWNERS INC,111-117 W 96 ST OWNERS INC,111-117 W 96 ST OWNERS INC,039963,40.79313,-73.968154,107,07,181,Upper West Side (Central),NYC DOB NOW Build Job Application Filings
